source	year	id	url	suppfile
genomebiology	2019	/articles/10.1186/s13059-019-1650-2	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1650-2	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-019-1650-2/MediaObjects/13059_2019_1650_MOESM8_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-019-1651-1	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1651-1	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-019-1651-1/MediaObjects/13059_2019_1651_MOESM2_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-019-1651-1	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1651-1	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-019-1651-1/MediaObjects/13059_2019_1651_MOESM3_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-019-1651-1	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1651-1	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-019-1651-1/MediaObjects/13059_2019_1651_MOESM4_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-019-1651-1	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1651-1	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-019-1651-1/MediaObjects/13059_2019_1651_MOESM5_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-019-1651-1	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1651-1	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-019-1651-1/MediaObjects/13059_2019_1651_MOESM6_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-019-1651-1	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1651-1	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-019-1651-1/MediaObjects/13059_2019_1651_MOESM7_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-019-1651-1	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1651-1	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-019-1651-1/MediaObjects/13059_2019_1651_MOESM8_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-019-1651-1	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1651-1	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-019-1651-1/MediaObjects/13059_2019_1651_MOESM9_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-019-1651-1	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1651-1	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-019-1651-1/MediaObjects/13059_2019_1651_MOESM10_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-019-1648-9	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1648-9	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-019-1648-9/MediaObjects/13059_2019_1648_MOESM1_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-019-1632-4	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1632-4	
